año,cod_region,region,demanda_total_GWh,demanda_R_GWh,demanda_C_GWh,demanda_P_GWh,demanda_I_GWh,demanda_T_GWh
2024,1,TARAPACÁ,2670.8754708612228,226.76785832845047,124.05243728194199,110.65424007163199,2147.32426031544,1.384012020731392
2024,2,ANTOFAGASTA,15328.146178576953,439.6229090894904,204.53260707488545,179.7398096798652,14069.15522733012,289.80630586878414
2024,3,ATACAMA,7541.508749756254,179.31547554986227,96.70858748715246,179.26864191442962,7042.019658238715,0.0368353191919332
2024,4,COQUIMBO,3044.618865414632,538.506969844113,239.25895662196024,140.3039672528286,2049.571258565164,0.022983015178906867
2024,5,VALPARAÍSO,5385.85421530361,1723.1905014520858,938.6578581844412,364.2479206222242,2263.4188168124465,86.97086626741785
2024,6,LIBERTADOR GENERAL BERNARDO O'HIGGINS,4340.419287052305,839.7285873565486,370.31228699216143,109.53496469426923,2962.0502292839788,14.825600044200186
2024,7,MAULE,2716.9521979079027,990.7806358963531,431.8298812504962,180.23186214614552,1071.3337528243756,9.068841578479951
2024,8,BIOBÍO,6819.592118431712,1283.1682434803743,655.2482300221408,289.9814779707369,4532.797400804682,27.838197753728863
2024,9,LA ARAUCANÍA,2512.1594964556157,799.462277252987,416.1511758440062,134.13528674104612,1158.4959449649045,0.2735966573062665
2024,10,LOS LAGOS,4089.8534164252096,879.5575973791001,1244.420735523182,161.80937822382649,1896.560042176467,8.330704465415335
2024,11,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,290.17238751472524,102.09325259613495,71.62107774516738,16.707960145669137,103.69449065455751,1.0835550699648258
2024,12,MAGALLANES Y DE LA ANTÁRTICA CHILENA,630.8318446788085,125.03132483630101,106.3775580039511,27.543302676401396,110.96087195743306,231.23082386068387
2024,13,METROPOLITANA DE SANTIAGO,23285.11991466944,7477.719005629342,4829.647598920871,847.8646076708586,10297.996649232444,554.1137894290778
2024,14,LOS RÍOS,1734.377823815819,370.3894294065844,339.29076456067764,50.53100401596354,975.9150622387127,0.4868474276697556
2024,15,ARICA Y PARINACOTA,362.7307859309322,162.60026610515806,79.30571731832647,11.630204602681266,97.06580791544373,0.0331793506657533
2024,16,ÑUBLE,1660.8116387456118,460.89787317920496,144.74332637132835,7.087169400475221,1032.795635586876,3.151812181413248
